Age,Annual_Income,Total_Purchases,Average_Ticket,Total_Spending,Loyalty_Points,Website_Visits,Days_Since_Last_Purchase,Online_Purchases
33,41098,18,140.76,2943.77,4486,138,172,12
26,63815,23,505.35,12001.61,31879,141,128,16
34,31523,21,109.55,1991.67,7121,170,185,18
33,38582,19,136.98,2637.75,4322,191,155,17
32,45300,26,305.29,8434.17,22447,128,149,10
38,31874,19,133.52,1933.04,4948,196,193,20
42,43135,18,323.38,5652.99,16993,84,174,5
39,30530,9,109.49,50.0,0,77,325,7
49,44388,14,191.35,1660.63,2899,117,270,15
34,33606,14,247.8,2629.65,8015,89,209,8
38,28997,20,78.59,1171.6,1425,92,178,12
46,44972,21,297.01,5715.55,15104,129,158,11
52,59630,22,462.34,9728.95,26027,135,123,13
33,38868,24,361.69,7896.68,20158,159,95,16
40,67402,20,398.09,8502.94,21439,96,139,11
18,25761,10,145.1,792.23,2326,87,214,8
30,40258,17,190.02,3148.15,8326,139,228,15
33,45306,29,242.7,6746.47,18805,238,62,24
21,42591,24,234.62,5770.66,14786,185,127,22
26,46485,16,285.58,5152.56,14417,78,261,5
40,69106,23,513.7,12332.59,30530,179,210,15
47,20539,13,59.53,776.75,278,140,150,14
48,37727,1,223.12,2143.82,3545,23,466,2
46,26898,18,174.66,3339.75,10037,55,157,5
45,33740,12,235.1,2948.35,8722,49,201,6
45,50721,22,347.08,8192.88,23251,115,141,10
19,47363,12,260.18,3790.45,11238,44,247,7
33,29312,11,138.48,912.21,1895,96,245,7
31,37430,15,180.45,2601.16,6007,153,186,13
35,29085,3,155.61,890.2,3693,19,368,1
46,49101,17,277.35,5071.03,11040,87,169,7
41,21901,14,59.97,1191.83,4018,87,254,11
18,24222,8,93.86,803.09,2403,47,242,2
32,34114,12,153.17,1587.88,4200,45,239,7
48,51109,9,238.07,3327.25,8982,59,358,7
23,32788,20,264.49,5278.2,13411,116,196,8
37,44266,21,261.08,6432.92,18282,100,179,10
32,31409,13,144.21,1992.86,5782,95,261,11
48,25055,8,114.94,1227.35,2958,52,321,5
28,35575,16,193.4,3208.83,9249,179,238,18
45,96605,27,744.57,20513.43,51744,190,88,17
31,31229,19,183.59,4456.29,12043,176,151,18
41,55355,29,316.2,8180.59,20457,133,109,10
23,37654,19,175.98,2981.74,9652,157,114,17
32,23678,14,113.31,1732.86,4561,67,272,6
41,50319,28,442.59,12796.87,33328,173,126,21
43,29492,14,117.38,957.16,2943,137,204,14
58,36074,13,330.77,4450.92,8889,65,260,10
30,27758,18,172.32,4177.37,10128,126,106,16
45,25468,19,95.94,1264.85,3593,201,162,18
44,36734,10,260.58,2862.04,8716,41,323,2
39,23317,12,91.76,1516.98,2109,60,245,10
42,30960,13,138.99,1850.54,4683,110,233,13
51,82778,27,647.42,17421.5,45562,178,43,14
52,99478,25,718.42,18063.77,48247,195,164,16
19,47792,14,221.96,2815.13,8588,60,224,9
35,43956,20,173.14,3142.15,9552,171,135,20
68,57270,20,371.99,7263.65,18996,92,185,8
32,26249,19,51.52,314.85,2168,175,245,20
19,32192,17,153.13,3556.52,9323,144,208,17
41,41813,11,198.9,1222.42,1652,52,268,2
47,63656,20,470.49,10033.55,24933,177,157,16
56,63729,25,521.99,13004.33,32713,156,101,15
30,30890,11,97.13,1289.08,5350,34,297,5
39,38811,21,198.63,3545.04,9930,192,168,21
60,80993,24,558.0,13559.55,33973,193,125,17
26,28180,13,194.31,2427.78,5401,99,246,11
32,36339,16,193.6,3942.98,9533,165,216,15
36,44441,13,213.87,2196.19,4639,22,273,7
36,31803,6,112.87,273.65,1783,29,336,2
37,33677,22,172.29,2617.1,5316,172,183,17
59,70697,23,448.54,9619.32,24098,127,201,14
41,39657,18,195.31,2035.62,4997,112,190,8
38,21988,16,47.45,217.89,522,149,165,15
30,46547,4,255.52,1998.58,7324,28,340,1
44,80656,31,638.36,20179.13,52750,213,40,22
28,27158,14,105.45,1254.03,3522,114,227,12
44,47179,23,334.23,8033.53,19200,98,163,11
63,29273,9,143.42,1690.83,6096,57,214,3
30,30621,18,155.99,2899.71,10026,161,186,17
45,60124,21,393.8,7499.46,20104,116,199,10
47,28063,22,158.06,2993.08,8611,213,173,19
40,46494,19,207.63,4149.63,12493,145,160,14
56,38954,19,269.6,4524.79,9994,102,196,8
34,66362,26,535.56,12703.69,31269,209,102,20
45,72013,26,508.33,13351.54,34877,233,112,20
36,29896,6,136.66,239.61,2003,25,261,4
48,32921,16,197.09,3901.66,9792,92,224,10
30,31404,1,74.58,327.43,0,5,338,0
39,55342,21,465.14,9760.61,27085,125,196,15
27,20694,20,144.33,3772.05,9707,118,202,16
33,26472,12,52.7,1698.41,6880,105,202,12
50,100073,29,736.88,20745.15,54217,225,60,22
33,28183,18,58.87,1141.26,2669,154,101,17
46,53944,18,357.22,6084.28,17255,139,157,12
43,70775,29,512.41,15041.98,38285,199,47,19
51,20683,18,87.78,2738.08,9658,177,177,17
50,60440,27,561.54,15309.4,39391,157,87,19
40,46073,18,306.69,5440.54,14638,57,174,6
50,43504,18,337.81,5993.33,14444,55,263,6
44,46409,24,291.65,7069.53,18592,111,157,10
55,30296,22,137.1,2188.95,8805,197,84,21
24,32454,21,182.3,3599.69,10343,153,187,16
43,30259,15,172.96,1787.18,4168,103,248,12
49,91247,24,683.17,15702.88,39293,118,135,15
37,37281,18,211.9,3416.97,9502,168,187,18
34,28535,14,82.5,1376.66,2449,73,240,7
47,39500,11,132.18,1709.84,5393,46,279,7
21,41880,10,204.97,1295.73,1602,51,235,5
22,36603,15,147.1,1646.47,5678,96,173,11
22,35517,13,251.32,4714.79,10955,124,249,14
21,37587,13,152.95,1476.05,5063,37,287,7
37,18000,17,85.22,1563.61,5235,147,161,14
25,26822,20,199.87,4281.34,11997,154,207,17
56,70552,22,498.37,10382.74,27971,214,176,19
18,34717,19,140.65,2821.9,4367,152,167,15
40,71214,18,501.68,9207.24,24579,135,157,13
54,56384,13,320.61,4712.9,13762,79,240,6
58,78412,23,599.83,13478.97,32729,153,147,17
33,47259,22,339.17,7459.58,17253,145,177,9
26,18000,7,109.92,1384.14,4338,33,231,5
27,34520,14,152.71,2879.76,7905,66,234,5
38,34620,16,214.0,3470.5,8456,100,148,9
35,26752,29,30.0,868.01,292,248,107,28
32,31195,11,135.05,1180.67,3023,94,338,8
20,34723,4,177.01,212.25,1426,45,377,1
48,77820,25,576.19,14494.18,35938,186,138,17
45,75314,28,531.32,15071.36,36171,245,145,20
48,83542,29,631.53,18776.13,45477,212,30,20
31,33283,16,182.43,4041.25,12857,53,248,7
44,41452,15,196.92,2727.77,5607,106,215,14
40,22897,15,66.83,1562.01,2609,94,209,8
43,45286,17,216.08,4075.38,11998,81,188,7
25,43357,21,208.12,4794.11,10972,81,178,13
39,62919,33,489.44,16530.71,40743,265,45,24
54,76277,29,556.24,15453.2,39083,200,93,20
26,18000,10,30.0,1057.03,3588,71,232,7
30,69257,26,607.71,16285.69,41114,218,92,19
33,42855,20,278.08,4976.65,12439,126,133,9
29,40599,17,206.05,3119.06,9436,56,252,5
43,60809,19,353.51,6390.48,15312,117,150,12
34,30769,15,125.76,1366.05,4628,111,207,11
30,46244,23,278.25,5932.76,17710,165,122,20
33,38639,11,183.51,2390.9,5359,85,258,10
47,84933,24,562.25,13045.21,31977,138,75,15
25,31831,16,117.46,2502.62,5665,88,164,15
30,86549,21,649.85,14023.3,36492,137,55,14
40,25952,16,317.05,5665.09,14835,127,126,13
39,27803,19,46.85,50.0,0,158,164,17
25,48430,17,164.36,2517.74,7296,140,188,13
25,33704,22,157.2,4228.1,12056,140,150,17
32,36645,25,209.63,5560.48,14283,206,104,22
49,24795,7,92.29,655.2,491,76,328,2
42,48489,22,324.67,5758.08,14009,88,138,10
54,53150,24,505.02,12112.63,30739,147,132,16
37,45257,11,312.88,3149.33,7166,5,298,1
29,37809,18,160.6,2780.47,6554,152,134,17
29,25215,17,135.27,1823.03,5639,187,291,16
33,32329,19,140.21,2076.27,3642,169,193,17
32,20887,16,86.6,2174.05,5856,139,225,15
56,32622,10,189.39,2136.77,4846,57,264,5
50,38947,23,175.77,3352.99,8101,164,68,21
37,23911,20,271.18,6156.95,15990,122,229,14
53,96535,24,702.32,16402.26,41286,76,103,10
24,35870,12,227.96,2566.27,5344,78,235,7
30,38364,20,144.15,2523.23,6130,161,174,12
23,35645,16,188.68,3201.8,7077,130,194,13
41,60530,21,286.81,5905.39,15742,83,177,10
44,27719,20,171.4,3337.96,7826,125,110,14
47,48631,17,330.52,6494.7,17826,48,182,4
40,76838,22,587.8,13942.96,35676,121,174,13
47,60141,18,382.75,7263.85,20787,89,211,9
61,67599,19,430.99,9094.8,24437,63,197,6
18,33301,19,159.51,2999.58,8023,180,137,20
19,33600,21,138.32,3571.27,9607,137,104,15
30,22742,10,159.45,795.76,2068,15,273,4
36,29097,17,148.62,2598.02,5765,111,184,12
37,38808,18,157.73,2960.1,8933,131,214,11
30,34810,18,184.6,3390.4,10116,140,221,14
46,54913,18,310.49,5297.79,14561,63,183,5
35,70490,23,502.29,11449.15,29438,229,149,17
22,28596,17,129.64,2077.58,5600,161,191,17
36,29585,19,120.82,2222.47,6923,136,179,16
34,36847,14,175.78,2422.23,7467,103,255,13
35,48967,4,207.26,971.06,718,19,287,4
41,69419,23,532.6,12161.84,31103,165,162,18
41,34111,10,142.4,1433.81,5112,42,301,8
28,33524,11,109.46,1902.59,4957,60,313,5
60,33899,11,170.93,1679.94,4289,79,310,3
30,32849,12,159.8,1877.53,7108,104,210,11
52,45432,13,239.9,3425.57,11274,51,212,4
20,42287,19,152.76,3453.52,8359,172,208,20
54,89186,24,662.07,15370.13,38334,144,134,16
45,65442,21,503.12,11514.58,30979,144,192,13
55,37150,14,243.07,4772.94,15028,85,228,7
33,41644,23,222.15,4573.01,11197,213,68,19
29,29740,14,166.78,2878.54,9530,145,227,10
32,29486,18,183.91,3388.8,7075,121,212,15
23,45091,6,206.72,1161.99,3827,10,238,2
21,34659,21,176.3,4563.16,10261,184,149,15
49,23597,18,84.9,2290.19,5455,182,159,17
44,53537,21,414.97,9382.83,24081,136,140,12
30,43153,6,213.21,50.0,0,28,260,4
27,43154,19,234.1,4427.56,13630,157,178,15
37,26151,7,117.31,50.0,0,18,306,4
41,71580,27,598.7,15654.96,42490,181,77,20
37,26800,17,116.91,1899.77,5550,154,165,16
45,34178,16,90.4,2027.7,4976,193,298,18
43,37059,14,333.16,4605.12,11354,137,210,10
28,30611,20,168.78,2685.42,8723,188,162,19
33,36929,14,139.34,2853.39,6439,90,256,11
31,41769,24,276.25,6400.14,17501,152,166,12
58,26862,13,110.8,1086.72,1442,22,266,5
37,33273,10,145.11,508.68,1283,68,252,10
33,65247,15,478.2,6716.32,17168,94,274,9
18,36562,23,193.63,4352.48,12694,205,211,19
30,20955,1,96.05,50.0,0,39,346,2
32,34689,16,131.38,1592.63,3753,70,134,6
44,61558,23,442.18,8913.49,22021,141,65,17
38,27986,1,138.8,628.09,0,5,402,0
51,41876,9,226.02,1795.87,6768,13,250,0
38,58810,20,451.5,8798.3,22353,148,145,13
46,49244,22,467.26,10125.47,25749,173,199,17
29,36979,17,174.55,1528.4,5662,153,198,15
18,33359,10,103.04,1580.04,2278,82,209,10
40,39801,14,223.29,2853.3,8986,60,217,5
34,21089,12,69.49,792.06,4021,63,229,9
27,21027,13,86.7,2236.61,4287,69,271,9
42,40651,19,187.41,3921.32,13479,134,152,16
44,35385,21,212.24,4161.95,7967,200,211,18
45,23224,23,70.26,1544.82,5563,210,151,21
49,36867,18,211.06,4448.95,8731,151,240,17
37,23195,17,96.0,1565.34,5454,156,201,14
44,48828,26,458.29,11319.51,29249,140,62,16
43,53017,17,373.23,6481.41,14932,76,255,7
25,41308,17,155.01,3027.92,7834,197,224,15
28,39154,16,221.43,2101.7,4497,110,227,12
33,33195,9,138.3,520.94,3582,22,342,5
28,77700,23,594.57,13769.61,37023,165,164,16
59,40336,12,304.09,3839.63,10124,96,187,8
42,88022,18,687.88,12324.21,30053,121,132,14
61,18000,13,85.14,2097.49,5429,61,284,6
35,57179,16,359.41,5673.42,14827,52,211,5
41,44871,18,282.71,4809.8,12380,103,158,8
37,28318,16,81.91,1709.28,4552,166,230,17
42,56988,16,379.21,5563.45,13294,74,207,8
49,20754,16,71.26,941.32,2319,170,203,14
53,67467,26,512.8,13189.55,32351,193,124,19
55,83636,28,556.83,15422.33,39410,205,93,22
25,27136,20,81.62,1999.81,4612,182,145,15
60,40829,15,147.25,2902.33,6779,156,141,15
48,49614,17,433.27,7313.59,21074,158,218,14
35,27166,17,48.18,1215.83,4190,132,213,13
27,18000,17,119.95,2558.06,6464,121,196,10
58,44095,15,180.52,2259.99,4568,130,198,13
40,103571,34,712.77,24497.14,63109,251,51,24
50,37524,19,136.93,3202.06,11174,148,116,17
20,29858,17,128.28,398.19,0,146,275,15
51,52356,19,317.57,7318.4,19274,92,209,8
37,30761,25,167.49,3239.73,8188,232,117,22
41,73825,23,566.66,12631.45,31539,183,124,16
34,45870,17,254.84,4425.02,11565,123,152,11
44,48184,13,203.02,2623.85,5205,41,242,6
36,26606,3,120.59,509.21,2383,52,352,3
32,37813,15,162.16,2244.06,5872,70,207,7
42,29432,32,120.34,3555.95,10613,286,111,31
37,62353,19,519.13,9241.7,24724,139,182,13
33,29862,19,167.46,2360.61,6456,199,122,20
34,28713,18,104.29,2314.3,7886,169,175,16
28,50044,12,210.21,2356.56,5644,40,234,5
36,31843,12,147.11,1555.95,2898,53,321,8
32,89193,12,668.14,7157.47,17016,89,245,9
47,34518,16,246.11,2766.07,6272,91,224,8
29,18781,14,97.19,1925.51,5427,112,215,12
43,63721,21,493.68,9532.72,24085,120,98,14
23,25831,15,98.08,1384.71,5921,145,176,12
48,28052,17,122.3,1283.59,1973,119,176,14
31,45679,17,193.19,2983.77,7470,134,188,18
44,91182,29,665.81,19216.96,48570,230,22,22
32,90498,20,602.09,11778.27,31909,123,181,14
19,26051,15,138.21,2276.99,7780,131,156,12
31,26759,19,79.02,1665.15,3791,168,191,14
48,72534,20,583.02,10770.75,28268,169,193,14
37,76235,17,590.59,10694.63,26367,100,148,12
35,62936,18,424.81,8600.86,20969,66,203,8
64,70066,10,453.24,4222.71,9851,44,297,4
38,53490,19,360.74,7287.63,19655,95,203,6
37,64513,17,330.81,6330.26,17718,126,154,11
39,59719,26,527.6,13518.99,34450,142,158,17
46,26346,20,316.24,6300.84,16513,182,164,15
42,44746,21,299.26,5852.09,17010,90,157,9
41,65372,17,433.38,8119.93,20094,140,234,13
38,67775,14,419.99,5926.07,15281,90,212,9
38,67442,18,361.24,6033.88,16459,146,200,11
55,46485,12,252.03,2198.18,5712,98,298,7
39,29477,19,88.86,1687.43,6699,176,163,14
51,30666,8,111.4,1391.59,3688,52,313,5
41,50626,27,370.37,9846.92,24963,130,163,10
24,40957,22,190.32,5121.3,12206,188,116,21
36,37517,8,152.24,219.25,3741,64,266,4
49,59227,9,400.77,3785.1,10523,63,278,2
36,33539,20,203.88,3776.98,11321,96,217,12
36,65467,21,554.4,11300.06,28822,77,115,11
36,31746,19,134.73,3036.41,6915,147,130,17
53,32310,15,52.88,1745.45,4564,147,232,13
26,49155,21,305.58,6026.98,18226,152,163,9
29,85385,22,577.62,12031.27,32678,118,110,12
19,35168,19,156.03,3564.9,7555,170,229,15
28,46197,10,278.34,2437.4,6796,108,228,6
32,29420,5,166.83,1175.66,2917,5,289,2
45,31823,9,152.4,2349.42,4519,59,260,7
40,30436,20,122.85,2116.2,8012,171,148,19
34,18000,14,30.35,50.0,0,134,237,16
38,33609,22,53.89,1523.1,6531,202,129,18
25,25987,20,205.56,5182.41,13949,163,188,16
19,49106,25,191.93,4144.01,12976,214,156,24
33,34559,11,114.16,1502.27,3829,83,265,9
52,56680,23,400.4,9416.65,24625,107,140,13
25,45779,13,302.8,3424.02,7185,140,234,12
46,38799,13,167.84,2300.87,4597,79,226,6
35,61825,24,427.44,9528.77,23956,192,104,20
29,31326,15,168.04,1923.74,4791,154,192,15
25,36223,19,172.19,2554.3,5939,178,221,19
35,68658,30,536.19,16014.0,43492,235,46,21
48,62399,26,455.38,11209.47,28989,163,53,15
42,66862,21,522.59,11829.31,29460,159,142,14
39,36704,11,222.3,2705.38,5539,103,211,11
61,35069,18,142.13,1786.45,6107,159,205,19
45,50921,21,414.45,8582.25,24420,150,176,14
24,38240,17,187.26,3175.38,9014,169,246,17
58,55023,16,384.98,6657.05,16619,43,200,4
30,28046,18,115.5,2154.43,4213,165,195,16
30,34365,8,164.24,557.61,0,60,302,6
44,45180,11,296.57,2711.07,7602,93,272,7
54,32656,20,190.76,4303.33,11858,155,173,16
34,18000,13,30.0,916.81,4114,79,227,7
44,20773,17,68.37,1146.27,668,138,239,14
55,34127,7,199.55,874.74,642,42,282,2
49,31314,7,145.44,435.16,0,15,270,1
28,36366,9,159.65,954.59,2925,77,276,9
30,37651,16,172.78,3287.77,8168,129,162,12
20,38646,22,187.86,4060.69,9911,185,107,18
40,68246,22,495.83,11400.44,30307,155,124,16
23,25815,19,190.89,3147.65,8225,169,169,15
50,34684,12,115.46,1856.61,8862,97,243,11
18,36199,12,113.45,2176.35,5471,106,225,13
65,29959,1,74.2,862.97,526,24,353,1
38,70117,26,601.14,15212.89,39125,200,107,21
18,18000,18,162.13,2651.17,4180,154,149,15
53,69157,26,542.26,14036.41,35959,211,152,21
37,46251,19,279.5,5201.03,12846,67,179,10
49,70578,16,552.2,9718.82,25217,95,133,10
18,27477,18,108.65,2067.33,5639,157,200,18
51,83299,19,618.01,13018.47,34731,137,108,15
45,34576,16,133.13,1678.16,2362,124,198,12
44,37670,19,178.65,3504.95,7569,139,157,14
27,35216,21,135.3,2485.65,7281,214,166,19
42,40559,21,262.7,5769.83,14301,116,164,9
36,25829,15,103.85,1422.17,4358,141,230,14
44,58461,23,374.7,9037.93,23426,122,162,12
35,40744,22,141.72,3636.82,10293,170,139,21
51,56489,19,356.54,5765.67,13205,58,122,7
19,32683,11,114.6,1986.4,6981,43,303,8
35,37564,22,99.9,1787.13,2800,199,163,19
46,65991,29,502.67,14091.69,36745,173,102,18
32,39121,21,234.01,4859.8,12900,167,132,17
31,28405,26,184.17,5613.22,15703,243,54,27
24,38505,15,144.38,2107.74,5612,137,235,12
45,40737,18,219.86,3011.46,7070,108,148,8
25,27932,11,85.27,1180.85,3261,121,259,8
26,35590,20,207.75,3278.21,7220,174,158,17
27,36696,20,132.82,3249.63,6605,157,225,17
27,36489,19,208.25,4425.96,12995,178,225,16
44,42047,20,195.25,3318.17,7300,162,158,18
42,54631,12,355.72,4728.54,11309,76,270,5
21,18000,11,96.6,1871.22,4320,42,264,9
49,40629,2,192.82,634.27,2604,5,366,2
30,47632,20,209.33,4485.21,10411,136,127,15
20,42497,15,243.47,2955.46,7710,97,151,12
37,27131,7,140.21,1813.57,4814,34,275,4
55,32501,17,109.48,1292.47,3726,202,162,17
50,40021,14,254.91,4192.78,11915,63,244,6
51,70445,20,575.87,12535.06,31236,178,181,16
37,26605,6,157.13,1107.23,3711,5,332,1
18,37344,16,146.43,2203.36,6905,69,143,11
25,38852,16,203.55,3695.95,6993,122,213,12
50,27025,9,152.62,631.67,2593,59,271,7
37,29390,18,215.82,3869.05,11055,96,107,8
43,30073,17,171.53,2352.47,5345,180,172,17
41,60325,17,371.52,6265.54,14353,61,184,5
51,30174,19,183.48,2740.98,6648,83,212,7
70,52440,24,321.19,6481.87,17198,93,122,11
50,43968,20,401.81,8817.33,22328,174,155,17
20,26100,12,85.08,473.57,2106,104,171,9
58,32334,8,203.51,1793.72,3934,49,280,5
19,24145,8,65.37,408.32,162,51,307,7
36,49880,17,260.11,3302.07,10474,140,220,16
45,41793,13,240.32,2916.7,6622,116,219,11
42,43794,27,210.05,5475.91,15572,133,110,11
39,44737,17,262.25,4877.47,12692,77,121,6
18,49959,22,266.31,6766.55,16112,173,137,20
50,66033,29,392.6,10149.77,26307,175,67,15
41,76777,30,606.59,17485.75,45823,216,29,21
22,36746,23,197.4,3502.14,8753,209,136,21
33,33736,21,175.31,3398.92,8544,162,170,16
49,18000,15,74.94,1414.09,3888,98,254,12
24,22625,19,91.72,348.66,2692,156,179,17
49,90501,22,648.67,13548.56,34830,151,118,13
55,23797,4,68.01,660.12,1281,36,326,4
33,34539,18,204.54,4180.96,12010,137,253,18
18,30542,16,116.0,2301.95,4597,140,191,15
28,27660,5,145.45,984.44,2789,26,280,0
45,69728,29,504.05,14747.66,37676,195,41,23
44,69539,19,514.6,9130.4,21221,137,119,13
46,92391,31,687.33,20124.44,50550,197,35,22
35,58408,11,259.66,2508.3,5928,107,225,10
37,80774,21,615.88,12704.09,32854,121,164,13
49,59343,14,345.51,5378.18,13493,44,246,5
28,24698,24,110.51,2198.53,4831,189,144,20
43,69545,11,570.68,6594.41,17346,85,272,11
43,70815,18,424.41,8023.04,19525,56,167,7
42,52566,15,307.88,4522.85,12189,35,186,5
34,26345,5,107.97,1743.32,4732,5,335,3
32,24757,5,62.96,50.0,2475,39,283,3
38,38833,13,193.47,3990.88,9199,84,241,10
31,27365,11,125.76,2028.25,8035,40,231,4
43,43160,13,251.86,3873.05,9162,68,201,6
59,71061,22,525.02,10814.79,26053,230,135,20
48,96509,23,681.96,16806.65,40753,175,135,15
21,30258,16,164.19,2809.07,8515,164,220,14
43,56250,20,398.84,8569.5,21363,171,238,14
37,51752,14,421.1,5751.62,13287,127,256,12
49,46367,15,271.53,4177.31,10210,72,225,7
35,23342,8,89.93,1008.57,3748,9,281,3
18,35589,7,109.91,1130.21,2491,42,365,2
50,55585,4,275.42,1524.33,3941,31,271,2
60,49601,23,381.85,7694.52,17417,118,115,11
54,40683,14,251.21,3982.54,10787,123,210,13
52,70129,21,513.73,11158.98,29580,119,121,10
50,46894,11,220.2,3566.86,9195,53,348,3
45,36541,6,201.09,898.24,1248,26,318,3
51,55433,21,509.6,10347.67,26551,161,120,14
39,33732,10,174.92,1886.0,4862,47,267,4
41,41393,17,267.02,3106.31,8680,130,126,9
44,28826,25,205.24,5085.79,13794,107,40,9
20,27991,21,181.79,3640.08,9196,189,84,19
38,56436,16,345.85,4227.71,11623,71,221,7
27,45014,17,260.6,5459.28,15249,122,172,13
29,35446,11,160.3,50.0,87,63,291,5
50,36117,23,191.03,4864.54,14817,92,156,11
30,23549,18,93.26,1426.28,5343,177,181,17
39,35546,19,123.38,2599.76,7080,176,169,18
32,30375,22,146.61,2387.54,7235,218,90,19
29,42422,4,222.83,568.73,536,39,337,3
18,32724,5,158.72,148.33,0,27,310,5
36,36778,10,164.58,2024.41,5339,92,257,6
22,24615,15,104.93,1740.74,3284,125,225,14
40,33422,26,122.51,2941.53,8422,193,156,24
44,33050,5,112.21,851.74,3957,32,302,0
58,24552,11,79.15,590.97,1742,46,215,4
20,42917,19,212.39,3854.78,10814,180,202,17
37,24191,12,94.4,1326.28,2229,78,182,6
36,38120,13,163.91,1940.96,3575,94,244,9
56,50014,12,414.42,3656.62,8836,82,257,7
48,25685,18,181.59,4202.91,11240,127,188,11
23,22695,3,120.74,584.82,716,29,356,0
37,64445,15,407.17,4878.06,14526,88,268,7
30,46638,20,198.81,2948.38,8838,194,157,17
61,37332,13,188.29,3268.52,7974,93,185,6
39,35066,9,164.29,558.3,2852,44,309,5
36,37556,17,213.33,3415.85,8628,145,157,14
43,54813,16,419.98,7284.77,18852,92,226,12
22,42050,27,195.51,4680.46,10822,201,71,25
54,80063,18,574.93,8773.11,25537,136,221,10
35,41851,9,234.17,1467.3,5066,51,295,6
39,95326,22,629.15,15399.61,42201,169,101,17
38,29277,9,136.44,1139.39,2478,89,257,6
49,47655,19,294.23,5033.42,13226,107,141,12
27,31334,13,186.86,2312.56,5496,67,256,11
35,18000,11,48.05,913.48,2347,39,245,5
43,88830,23,651.3,15378.97,36932,118,134,16
45,40358,12,227.83,3065.15,6440,39,229,3
57,43232,13,255.47,3742.33,10650,44,201,5
38,59666,18,414.58,7532.9,20531,108,175,9
43,65353,19,578.97,11094.08,27249,166,152,16
22,38175,23,177.66,2883.17,9365,157,166,16
37,54329,14,332.81,4718.13,11434,63,214,5
51,51803,19,337.22,7321.78,16884,118,189,9
51,48912,23,304.6,7181.07,17633,125,133,13
22,38531,21,158.59,3247.55,5998,192,143,19
22,18000,14,91.92,1353.15,3148,107,193,13
57,25411,4,144.28,156.93,492,15,330,0
47,32885,7,122.71,1143.07,2736,9,330,3
47,48623,18,278.68,3925.56,10438,123,221,8
31,26205,19,131.77,1951.25,3995,162,208,17
27,45032,17,254.19,3946.17,12258,77,193,8
31,32294,13,245.39,2439.5,4769,61,266,6
25,38199,22,200.25,4719.21,11868,128,194,17
29,34914,24,110.75,2657.58,8265,265,125,25
60,60160,16,359.09,6219.81,15012,112,184,9
39,74128,24,532.31,12374.67,32466,148,141,16
46,20296,22,68.39,1489.42,4319,143,110,21
25,34475,13,189.26,2451.8,7439,93,250,7
47,33333,11,156.19,901.27,1097,80,269,10
39,62632,16,415.09,7006.19,19469,81,225,9
54,70191,23,556.96,12700.96,31688,120,147,12
18,25581,6,83.48,50.0,1212,6,344,2
48,76894,17,608.15,11538.57,28635,119,244,12
30,35654,13,142.91,1750.67,4261,82,313,10
43,75291,20,536.59,9731.88,24945,179,187,17
24,68710,26,438.69,10873.88,26175,168,102,13
46,73176,20,579.5,12075.84,29213,105,217,10
46,92839,28,661.6,19326.59,49480,194,67,20
24,27235,16,124.08,1531.18,3858,162,219,14
44,27007,13,144.97,1537.99,5877,100,269,11
41,68587,22,523.19,12431.57,31558,169,126,18
38,60106,33,311.54,11300.26,30718,152,42,16
30,31914,18,135.37,1462.32,2935,153,215,12
51,28910,6,117.07,925.36,1715,25,313,4
26,57254,15,315.08,5511.26,12856,92,138,10
58,31029,3,135.33,1072.55,4275,46,336,1
24,22867,14,107.64,1558.43,4250,156,233,14
35,47853,15,239.22,4201.81,10194,129,191,12
35,47854,8,231.74,2321.83,7106,101,284,6
58,28757,25,60.11,1437.84,3729,231,112,24
32,31572,20,147.87,2774.75,8913,158,230,17
35,24211,12,30.0,577.59,1458,68,247,5
30,20134,14,105.96,720.09,674,79,200,10
32,44168,15,269.3,3997.78,10059,71,113,9
43,64208,22,369.16,8052.97,18478,127,159,11
44,30326,19,97.98,1739.33,6028,177,193,21
44,60419,25,428.79,10607.14,26951,198,95,20
49,61673,15,530.17,7764.98,20760,64,249,9
33,44359,10,196.17,1240.59,3065,57,292,7
45,38028,13,323.85,4519.39,13069,72,242,9
34,32797,12,169.18,2110.97,5219,94,247,11
37,57097,17,335.44,6063.62,16551,98,114,7
29,22041,15,88.29,2267.37,6917,116,256,14
32,40759,26,289.5,7426.83,19734,241,159,22
56,83946,16,573.49,10047.87,27500,112,170,11
35,38188,11,199.29,2436.54,7685,88,235,7
27,32491,19,157.53,3695.56,7690,148,219,16
49,54199,27,475.26,12749.29,29646,201,161,21
39,54740,24,488.84,11029.09,30273,158,143,19
36,30043,20,167.64,2951.05,7262,100,202,10
45,48517,12,353.86,3605.05,9590,62,209,7
50,28965,22,132.5,3013.75,6263,214,203,18
42,74569,24,499.07,12364.18,32205,163,115,20
46,38320,8,203.54,2202.75,4533,54,271,6
52,38460,11,161.0,1351.96,1677,84,298,11
38,54165,28,434.58,12151.93,30720,161,38,17
22,29245,18,133.7,1701.39,6083,126,174,13
46,29992,18,43.13,1524.79,5047,173,153,21
34,56643,20,489.46,8862.32,24595,85,119,12
21,37314,19,232.09,3773.57,9368,113,140,11
38,31432,18,136.31,2504.39,6060,133,199,13
44,78071,20,545.79,10840.58,28568,183,165,15
46,23179,7,61.47,50.0,0,51,279,4
18,42546,7,223.9,1887.84,4260,12,288,5
46,38896,19,200.59,4076.47,11591,140,199,15
